artist_names,track_name,duration,source,mode,time_signature,key,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,target
"MC Tairon, Mc Vitin Da Igrejinha, Dj Win",Baile no Morro,2.3384666666666667,Life Song Records,Minor,4,3.0,0.714,0.404,0.453,0.457,0.0,0.0701,0.782,-7.903,130.088,0
"Smokepurpp, Lil Pump",Nephew (feat. Lil Pump),3.3827166666666666,Alamo,Major,4,9.0,0.792,0.454,0.458,0.00422,0.0,0.285,0.674,-6.753,161.993,1
"A Boogie Wit da Hoodie, Tyga, Offset",Startender (feat. Offset and Tyga),3.2129833333333333,Highbridge the Label / Atlantic Records,Minor,4,6.0,0.736,0.622,0.133,0.0235,0.0,0.151,0.506,-4.653,191.971,1
La rappresentante di lista,Ciao Ciao,3.07185,Woodworm Publishing Srl,Minor,4,4.0,0.747,0.819,0.134,0.125,2.61e-06,0.331,0.637,-4.602,117.994,0
Migos,Call Casting,3.878416666666667,Quality Control Music,Major,4,1.0,0.852,0.727,0.267,0.0962,0.0,0.154,0.496,-4.851,130.015,0
Camilo,Favorito,3.4961,Sony Music Latin,Major,4,9.0,0.606,0.853,0.0545,0.237,0.0,0.251,0.822,-2.975,178.043,1
DaBaby,BLAME IT ON BABY,2.09845,South Coast Music Group/Interscope Records,Major,4,9.0,0.875,0.687,0.387,0.236,0.0,0.141,0.864,-5.734,109.791,0
Kesha,Praying,3.8377833333333333,Kemosabe Records/RCA Records,Major,4,10.0,0.543,0.39,0.0322,0.489,0.0,0.111,0.303,-7.202,73.415,0
Darlene Love,Christmas (Baby Please Come Home),2.7493166666666666,Legacy Recordings,Major,4,8.0,0.34,0.805,0.053,0.275,0.000459,0.0988,0.341,-6.3,126.865,1
Juice WRLD,Fighting Demons,3.3438166666666667,Grade A Productions/Interscope Records,Minor,4,7.0,0.707,0.67,0.257,0.0813,0.0,0.098,0.235,-6.328,163.099,1
"Logic, Wiz Khalifa",Indica Badu,4.338666666666667,Def Jam Recordings,Major,4,0.0,0.742,0.72,0.116,0.0402,0.000846,0.0839,0.97,-2.876,77.011,0
"Jung Kook, DJ Snake",Please Don't Change (feat. DJ Snake),2.44475,BIGHIT MUSIC,Major,4,11.0,0.797,0.743,0.174,0.164,1.2e-06,0.164,0.768,-6.005,114.878,0
Taylor Swift,Tell Me Why (Taylor’s Version),3.3429333333333333,Taylor Swift,Major,4,7.0,0.578,0.909,0.0628,0.0222,0.0,0.333,0.541,-3.669,100.023,0
"Drake, Future, Young Thug",Way 2 Sexy (with Future & Young Thug),4.293416666666666,OVO,Minor,4,11.0,0.803,0.597,0.141,0.000619,4.5e-06,0.323,0.331,-6.035,136.008,0
"Doja Cat, The Weeknd",You Right,3.102883333333333,Kemosabe Records/RCA Records,Major,4,8.0,0.828,0.621,0.0565,0.0164,0.00233,0.0845,0.436,-6.414,128.986,0
Lizzo,Juice,3.2524166666666665,Nice Life/Atlantic,Major,4,7.0,0.767,0.889,0.0963,0.00611,0.0,0.402,0.843,-2.988,119.93,0
"Future, Lil Uzi Vert",Drankin N Smokin,3.558666666666667,Generation Now/Atlantic,Major,4,0.0,0.752,0.658,0.342,0.0421,0.0,0.0927,0.387,-6.297,151.951,1
"Young Thug, Young Stoner Life, Gunna, Lil Baby",Chanel (Go Get It) [feat. Gunna & Lil Baby],3.3617833333333333,300 Entertainment/Atl,Minor,4,4.0,0.938,0.5,0.144,0.00183,0.0,0.077,0.462,-10.08,140.011,0
Sfera Ebbasta,Ricchi x Sempre,3.7297833333333332,Universal Music Italia srL.,Minor,4,3.0,0.599,0.734,0.413,0.196,0.0,0.187,0.133,-7.568,211.842,1
"Kygo, Imagine Dragons",Born To Be Yours,3.2220166666666668,Kygo,Major,4,3.0,0.688,0.688,0.0357,0.3,0.0,0.0982,0.451,-5.84,114.011,0
"LX, Maxwell, Bonez MC, Gzuz, Sa4",HaifischNikez Allstars,3.04875,187 Strassenbande,Minor,4,11.0,0.764,0.744,0.448,0.162,0.0,0.122,0.507,-5.529,87.538,0
Bruno Mars,Versace on the Floor,4.354,Atlantic Records,Major,4,2.0,0.578,0.574,0.0454,0.196,0.0,0.083,0.301,-6.209,174.152,1
"Pop Smoke, Lil Tjay, Swae Lee",Genius (feat. Lil Tjay & Swae Lee),3.4685333333333332,Victor Victor Worldwide,Major,5,2.0,0.723,0.667,0.351,0.256,0.0,0.261,0.396,-7.524,143.044,1
"Pablito Pesadilla, Polimá Westcoast, Nickoog Clk, Fran C",BABY OTAKU,2.9411833333333335,Pablito Pesadilla,Major,4,9.0,0.835,0.747,0.083,0.0492,0.0,0.055,0.432,-4.65,102.003,0
Creepy Nuts,Bling-Bang-Bang-Born,2.8022666666666667,Sony Music Labels Inc.,Minor,4,6.0,0.853,0.822,0.246,0.0841,0.00985,0.166,0.746,-6.836,157.013,1
TWICE,Talk that Talk,2.9577833333333334,Republic Records - TWICE,Minor,4,3.0,0.774,0.905,0.122,0.143,0.0,0.332,0.768,-2.432,119.964,0
"Grupo Marca Registrada, Grupo Frontera",Di Que Si,3.1759,"RB Music, Inc. (RB Music/Grupo Marca Registrada)",Major,4,9.0,0.57,0.589,0.0488,0.0753,0.0,0.0582,0.796,-5.378,182.318,1
"Rvssian, Sfera Ebbasta",Pablo,2.7657,Head Concussion Records,Minor,4,6.0,0.813,0.663,0.0433,0.071,0.0,0.115,0.343,-7.84,140.016,1
"Gunna, Drake",P power (feat. Drake),3.22245,300 Entertainment,Major,4,1.0,0.828,0.591,0.109,0.0199,0.000323,0.361,0.202,-6.217,119.251,0
"Daddy Yankee, Bad Bunny",Vuelve,4.660216666666667,El Cartel Records (EC3),Major,4,1.0,0.73,0.538,0.0319,0.188,0.0,0.123,0.215,-5.612,130.023,0
"TINI, L-Gante",Bar,2.6702166666666667,Sony Music Latin,Major,4,1.0,0.523,0.691,0.0833,0.133,0.0,0.327,0.677,-3.802,94.148,0
Michael Bublé,It's Beginning to Look a Lot like Christmas,3.444,Reprise,Major,3,4.0,0.339,0.214,0.0375,0.908,7.47e-06,0.341,0.363,-11.714,94.775,0
"Calvin Harris, Future, Khalid, Funk Wav",Rollin (feat. Future & Khalid),4.544216666666666,Columbia,Minor,4,6.0,0.753,0.76,0.0859,0.446,3.13e-05,0.182,0.657,-4.518,91.953,0
"Sfera Ebbasta, Future",Abracadabra (feat. Future),3.216083333333333,Universal Music Italia srL.,Major,4,5.0,0.846,0.681,0.174,0.0461,0.0,0.112,0.809,-7.091,131.988,0
"NAV, Gunna, Travis Scott",Turks (feat. Travis Scott),2.6896166666666668,Republic Records,Minor,4,7.0,0.893,0.618,0.112,0.0827,0.0,0.542,0.389,-4.425,119.099,0
Meghan Trainor,I'll Be Home,3.6608833333333335,Epic,Major,4,2.0,0.542,0.37,0.0257,0.318,4.84e-06,0.108,0.289,-7.779,84.796,0
"DJ Snake, Justin Bieber",Let Me Love You,3.43245,DJ Snake Def Jam,Major,4,8.0,0.649,0.716,0.0349,0.0863,2.63e-05,0.135,0.163,-5.371,99.988,0
Ariana Grande,Santa Tell Me,3.40155,Universal Records,Major,4,7.0,0.525,0.621,0.116,0.0489,0.0,0.294,0.591,-7.364,191.9,1
Keane,Somewhere Only We Know,3.936,Universal-Island Records Ltd.,Major,4,9.0,0.453,0.655,0.0259,0.0794,7.61e-06,0.0849,0.368,-4.22,172.012,1
"Cheat Codes, Dante Klein",Let Me Hold You (Turn Me On),2.7306833333333334,Spinnin' Records,Minor,4,1.0,0.68,0.774,0.0697,0.101,0.0,0.113,0.331,-3.136,102.949,0
Walker Hayes,Fancy Like,2.69755,Monument Records,Major,4,1.0,0.649,0.76,0.0574,0.114,0.0,0.317,0.843,-6.487,80.018,0
"Travis Scott, Rob49, 21 Savage",TOPIA TWINS (feat. Rob49 & 21 Savage),3.7195666666666667,Cactus Jack/Epic,Minor,4,1.0,0.715,0.567,0.0865,0.06,0.0,0.0655,0.332,-4.481,160.098,1
SHAED,Trampoline,3.0676666666666668,Photo Finish Records,Minor,4,7.0,0.689,0.412,0.0301,0.488,0.00016,0.0659,0.537,-7.523,126.754,0
Reynmen,Derdim Olsun,3.2580666666666667,ILS Music,Minor,4,1.0,0.629,0.581,0.0577,0.548,0.0,0.127,0.388,-7.541,123.982,0
Fifth Harmony,He Like That,3.61845,Syco Music/Epic,Major,4,0.0,0.592,0.681,0.141,0.362,0.0,0.142,0.491,-5.597,147.016,1
"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),2.5747833333333334,Atlantic Records,Major,4,2.0,0.881,0.592,0.0324,0.619,1.32e-05,0.0901,0.719,-4.898,101.058,0
Lazza,CENERE,3.4720666666666666,Universal Music Italia srL.,Minor,4,2.0,0.652,0.628,0.107,0.305,0.0,0.221,0.317,-6.529,119.856,0
Sam Smith,Like I Can,2.7844333333333333,Capitol,Minor,4,7.0,0.656,0.627,0.0379,0.343,2.17e-05,0.124,0.481,-6.627,99.933,0
Beyoncé,COZY,3.5062,Parkwood Entertainment/Columbia,Major,5,7.0,0.556,0.63,0.102,0.000828,0.00468,0.155,0.367,-8.15,149.147,1
The Weeknd,Is There Someone Else?,3.3185166666666666,XO / Republic Records,Minor,4,9.0,0.702,0.586,0.0313,0.0388,7.27e-05,0.156,0.608,-7.83,134.951,1
"Cordae, Roddy Ricch",Gifted (feat. Roddy Ricch),2.80795,Art@War/Atlantic Records,Minor,4,5.0,0.653,0.603,0.171,0.175,0.0,0.18,0.551,-5.697,151.016,1
Sam Smith,Too Good At Goodbyes,3.35,Capitol,Major,4,5.0,0.653,0.378,0.0533,0.658,0.0,0.177,0.54,-8.273,91.835,0
"Summer Walker, Drake",Girls Need Love (with Drake) - Remix,3.7062333333333335,LVRN/Interscope Records,Minor,4,6.0,0.656,0.432,0.217,0.443,0.0,0.132,0.0897,-9.481,97.022,0
Noah Kahan,Stick Season,3.0391166666666667,Mercury Records/Republic Records,Major,4,9.0,0.662,0.488,0.0682,0.782,0.0,0.102,0.817,-6.894,117.913,0
OneRepublic,Rescue Me,2.6483333333333334,Mosley Music/Interscope Records,Major,4,7.0,0.759,0.605,0.0433,0.156,0.0,0.694,0.64,-7.737,121.049,0
BTS,Blue & Grey,4.2491666666666665,BIGHIT MUSIC,Major,4,8.0,0.547,0.605,0.0415,0.42,0.0,0.125,0.364,-6.755,121.953,1
"Avicii, Aloe Blacc",SOS,2.620033333333333,Universal Music AB,Minor,4,5.0,0.802,0.645,0.0715,0.272,0.0,0.119,0.376,-6.181,100.001,0
Drake,A Keeper,2.88495,OVO,Major,4,1.0,0.6,0.482,0.0701,0.512,0.000104,0.115,0.323,-11.596,121.909,0
"MACHETE, Salmo, Lazza",HO PAURA DI USCIRE 2 - prod. Mace,2.9506,Epic,Major,4,4.0,0.838,0.853,0.283,0.168,0.0,0.545,0.692,-5.126,119.939,0
Roddy Ricch,The Box,3.27755,Atlantic Records,Minor,4,10.0,0.896,0.586,0.0559,0.104,0.0,0.79,0.642,-6.687,116.971,0
Avicii,Wake Me Up,4.123783333333333,Universal Music AB,Major,4,2.0,0.532,0.783,0.0523,0.0038,0.0012,0.161,0.643,-5.697,124.08,1
Ariana Grande,don't wanna break up again,2.9001,Republic Records,Minor,4,9.0,0.41,0.726,0.33,0.456,0.0,0.11,0.556,-5.204,193.956,1
Fujii Kaze,Shinunoga E-Wa,3.0928833333333334,Universal Music LLC,Minor,4,6.0,0.6,0.76,0.0452,0.166,4.09e-05,0.189,0.519,-6.124,158.078,1
"AnnenMayKantereit, Giant Rooks",Tom's Diner,4.488883333333333,Vertigo Berlin,Minor,4,6.0,0.68,0.428,0.135,0.376,0.000344,0.355,0.334,-8.107,98.222,0
Quevedo,PUNTO G,2.5220833333333332,Quevedo,Minor,4,11.0,0.751,0.761,0.15,0.251,0.000238,0.0991,0.553,-4.113,92.032,0
Yeat,Talk,2.914283333333333,Field Trip Recordings/Geffen Records,Minor,4,4.0,0.698,0.763,0.205,0.0873,0.0,0.647,0.252,-4.716,139.939,1
Dardan,cOcO MAmA,3.1666666666666665,Hypnotize Entertainment,Minor,4,2.0,0.515,0.59,0.217,0.176,2.47e-06,0.141,0.374,-6.761,99.785,0
"Kanye West, Clipse, Kenny G",Use This Gospel,3.5646333333333335,Getting Out Our Dreams II / Def Jam Recordings,Minor,4,0.0,0.611,0.459,0.0422,0.614,0.0,0.126,0.177,-3.926,148.28,1
PEDRO SAMPAIO,POCPOC,2.123083333333333,WM Brazil,Minor,4,10.0,0.837,0.636,0.0521,0.239,0.0,0.0683,0.857,-4.206,129.891,0
Lady Gaga,Chromatica II,0.6977833333333333,Interscope,Major,5,2.0,0.184,0.297,0.0359,0.473,0.893,0.527,0.113,-14.534,75.824,0
thasup,blun7 a swishland,2.796,Epic,Major,4,7.0,0.692,0.792,0.245,0.13,0.0,0.255,0.566,-5.984,129.883,1
"DaBaby, YoungBoy Never Broke Again",JUMP (feat. YoungBoy Never Broke Again),3.534883333333333,South Coast Music Group/Interscope Records,Minor,4,0.0,0.896,0.72,0.355,0.169,0.0,0.252,0.966,-6.262,140.1,0
Lady Gaga,Hold My Hand,3.755,Interscope Records,Major,3,7.0,0.519,0.617,0.0313,0.0387,0.0,0.401,0.222,-4.287,147.708,1
Justin Bieber,2 Much,2.5466,RBMG/Def Jam,Major,4,9.0,0.583,0.444,0.0456,0.593,0.0,0.353,0.167,-8.601,119.59,0
Fleetwood Mac,Dreams - 2004 Remaster,4.296666666666667,Rhino/Warner Records,Major,4,0.0,0.828,0.492,0.0276,0.0644,0.00428,0.128,0.789,-9.744,120.151,0
"Camila Cabello, Young Thug",Havana (feat. Young Thug),3.61495,Syco Music/Epic,Minor,4,7.0,0.768,0.517,0.0312,0.186,3.8e-05,0.104,0.418,-4.323,104.992,0
John Mayer,Love on the Weekend,3.538666666666667,Columbia,Major,4,7.0,0.718,0.583,0.0288,0.623,0.000681,0.0612,0.422,-7.884,119.971,0
Drake,Massive,5.6154,OVO,Minor,3,4.0,0.499,0.671,0.0561,0.114,0.0169,0.148,0.0557,-6.774,124.994,1
BTS,Filter,3.0036833333333335,BIGHIT MUSIC,Minor,4,10.0,0.781,0.762,0.0626,0.0222,0.0,0.121,0.86,-5.188,110.042,0
Lorde,Liability,2.8621333333333334,Universal Music New Zealand Limited,Minor,4,10.0,0.534,0.218,0.111,0.923,0.0,0.0944,0.345,-11.16,76.715,0
"Jason Derulo, Adam Levine",Lifestyle (feat. Adam Levine),2.564416666666667,"Future History/Artist Partner Group, Inc.",Minor,4,10.0,0.749,0.674,0.0366,0.0209,0.0,0.169,0.711,-5.128,123.055,0
James Arthur,Car's Outside,4.13955,Columbia Local,Major,4,9.0,0.338,0.562,0.029,0.039,0.0,0.107,0.259,-7.181,149.907,1
"Miksu / Macloud, Summer Cem, Luciano, Jamule",XXL,2.76955,Futura,Minor,4,5.0,0.798,0.527,0.0447,0.227,3.82e-06,0.108,0.548,-7.671,114.008,0
MC's Jhowzinho & Kadinho,Agora Vai Sentar,3.815383333333333,Warner Music Brasil sob licenciamento exclusivo da Play Produtora e Start Music,Minor,4,3.0,0.814,0.653,0.0359,0.189,0.0,0.0876,0.706,-0.02,130.099,0
"Calvin Harris, Kehlani, Lil Yachty, Funk Wav",Faking It (feat. Kehlani & Lil Yachty),4.00155,Columbia,Minor,4,9.0,0.776,0.589,0.115,0.319,0.0,0.0715,0.668,-4.543,120.034,0
Ayo & Teo,Rolex,3.97645,Columbia,Major,4,1.0,0.804,0.886,0.04,0.0837,0.0,0.266,0.789,-2.512,144.946,1
"IU, SUGA",eight(Prod.&Feat. SUGA of BTS),2.792883333333333,EDAM Entertainment,Major,4,1.0,0.676,0.869,0.0423,0.115,0.0,0.132,0.594,-1.573,120.029,0
Beat Record,Standing Next to You - Sped Up - Remix,3.5184166666666665,Pablo Nunes,Minor,4,2.0,0.705,0.803,0.111,0.0468,0.0,0.124,0.77,-4.987,106.027,0
"Camilo, Evaluna Montaner",Por Primera Vez,3.04515,Sony Music Latin,Major,4,1.0,0.72,0.606,0.116,0.143,0.0,0.0824,0.805,-3.54,165.882,1
"Dua Lipa, Madonna, Missy Elliott, The Blessed Madonna",Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],4.171333333333333,Warner Records,Minor,4,11.0,0.808,0.655,0.139,0.0373,0.0,0.208,0.56,-7.34,116.029,0
Imagine Dragons,Believer,3.4057833333333334,Kid Ina Korner / Interscope,Minor,4,10.0,0.776,0.78,0.128,0.0622,0.0,0.081,0.666,-4.374,124.949,0
Alessia Cara,Scars To Your Beautiful,3.8371166666666667,"EP Entertainment, LLC / Def Jam",Major,4,0.0,0.573,0.739,0.129,0.0285,0.0,0.111,0.451,-5.74,97.085,0
"Billie Eilish, ROSALÍA",Lo Vas A Olvidar (with ROSALÍA),3.3910666666666667,Columbia,Minor,4,4.0,0.343,0.243,0.0777,0.721,0.00198,0.0668,0.032,-14.66,135.154,1
"Eminem, Young M.A",Unaccommodating (feat. Young M.A),3.61,Shady/Aftermath/Interscope Records,Major,4,1.0,0.852,0.752,0.0597,0.0169,0.0,0.394,0.389,-5.793,89.95,0
"SZA, Travis Scott",Love Galore (feat. Travis Scott),4.584666666666666,Top Dawg Entertainment/RCA Records,Major,4,0.0,0.795,0.594,0.0748,0.112,0.0,0.162,0.409,-6.2,135.002,0
Ariana Grande,obvious,2.449316666666667,Republic Records,Major,4,0.0,0.624,0.672,0.106,0.0967,0.0,0.155,0.26,-5.334,159.852,1
"Eden Muñoz, Junior H",Abcdario,3.6775,Lizos Music,Major,4,8.0,0.703,0.429,0.0308,0.783,1.48e-06,0.113,0.416,-9.076,129.034,0
"Rich The Kid, Lil Wayne",End Of Discussion (feat. Lil Wayne),3.9490666666666665,Rich The Kid / (TDE/ISR PS),Major,4,0.0,0.784,0.58,0.167,0.176,0.0,0.0979,0.338,-6.656,76.484,0
"Rod Wave, Lil Baby",Rags2Riches 2 (feat. Lil Baby),3.933133333333333,Alamo,Minor,4,5.0,0.874,0.443,0.241,0.147,0.0,0.124,0.298,-9.628,118.004,0
"Gym Class Heroes, Adam Levine",Stereo Hearts (feat. Adam Levine),3.516,Decaydance/Fueled By Ramen,Major,4,9.0,0.646,0.795,0.0976,0.0319,0.0,0.267,0.796,-3.293,89.99,0
A-Wall,Loverboy,3.742,Lord A-Wall Records,Major,4,0.0,0.604,0.466,0.0315,0.649,0.0334,0.093,0.499,-10.093,120.045,0
Maluma,Felices los 4,3.8308166666666668,Sony Music Latin,Major,4,5.0,0.755,0.789,0.146,0.231,0.0,0.351,0.737,-4.502,93.973,0
MC Rogerinho,Botadinha Saliente,2.6333333333333333,MC Rogerinho Oficial,Major,4,0.0,0.985,0.698,0.0341,0.142,0.0,0.321,0.914,-2.531,119.959,0
"Riton, Oliver Heldens, Vula",Turn Me On (feat. Vula),3.4745666666666666,Ministry of Sound Recordings,Major,4,11.0,0.737,0.828,0.0396,0.0149,0.000588,0.0862,0.517,-4.711,124.051,0
"Sam Feldt, RANI",Post Malone (feat. RANI),2.9074,Spinnin' Records,Major,4,7.0,0.59,0.642,0.122,0.0771,0.0,0.105,0.651,-3.87,107.356,0
"Mc Davi, Mc Pedrinho, Mc Don Juan, DJ 900",Bipolar,4.608,GR6 Music,Minor,4,9.0,0.601,0.36,0.0877,0.586,0.0,0.0882,0.335,-7.791,124.993,0
"Cosculluela, Bad Bunny",Madura,3.1818166666666667,"Rottweilas, Inc.",Minor,4,1.0,0.878,0.555,0.202,0.138,1.34e-06,0.151,0.751,-7.639,88.029,0
Bad Bunny,VOU 787,2.0607333333333333,Rimas Entertainment LLC,Minor,4,5.0,0.834,0.555,0.197,0.0488,0.0,0.265,0.563,-7.902,125.015,0
"Diplo, Morgan Wallen",Heartless (feat. Morgan Wallen),2.82045,Columbia,Major,4,11.0,0.764,0.555,0.0604,0.275,0.0,0.0824,0.255,-6.414,111.004,0
Nat King Cole,Deck The Hall,1.146,CAPITOL CATALOG MKT (C92),Major,4,9.0,0.684,0.437,0.0491,0.742,1.58e-05,0.224,0.964,-10.522,107.607,0
Normani,Motivation,3.2306166666666667,Keep Cool/RCA Records,Major,4,4.0,0.599,0.887,0.0984,0.0192,1.21e-06,0.3,0.881,-3.967,170.918,1
"The Kid LAROI, Jung Kook, Central Cee",TOO MUCH,3.3989833333333332,Columbia,Minor,4,10.0,0.758,0.703,0.172,0.252,0.0,0.146,0.465,-5.979,94.985,0
Joji,SLOW DANCING IN THE DARK,3.4879,88rising Music,Major,4,3.0,0.515,0.479,0.0261,0.544,0.00598,0.191,0.284,-7.458,88.964,0
"Khalid, Disclosure",Talk,3.29145,"Right Hand Music Group, LLC/RCA Records",Major,4,0.0,0.9,0.4,0.124,0.0501,0.0,0.0876,0.338,-8.443,136.001,0
TOMORROW X TOGETHER,Sugar Rush Ride,3.1095166666666665,Republic Records - TXT,Minor,4,10.0,0.712,0.893,0.0851,0.00788,0.0,0.169,0.828,-3.995,125.022,0
Pink Sweat$,At My Worst,2.8390833333333334,Atlantic Records,Major,4,0.0,0.813,0.415,0.0349,0.777,0.0,0.131,0.667,-5.926,91.921,0
Apache 207,Boot,3.21695,Four Music Local,Minor,4,1.0,0.534,0.565,0.295,0.0665,0.0035,0.111,0.496,-7.536,194.032,1
Shawn Mendes,Mutual,2.4726666666666666,Island Records,Minor,4,11.0,0.917,0.474,0.156,0.259,0.0,0.133,0.801,-6.694,115.053,0
Ed Sheeran,Visiting Hours,3.5917833333333333,Atlantic Records UK,Major,4,8.0,0.471,0.396,0.0336,0.77,0.0,0.0729,0.263,-6.654,149.609,1
Mora,DOMINGO DE BOTE,3.1790833333333333,Rimas Entertainment LLC,Major,4,0.0,0.813,0.772,0.117,0.121,0.0,0.0886,0.443,-4.921,119.99,0
Harry Styles,Satellite,3.64295,Columbia,Major,4,0.0,0.576,0.457,0.0304,0.143,3.05e-05,0.0917,0.301,-6.473,138.984,1
Juice WRLD,Lucid Dreams,3.9972666666666665,Juice WRLD Mixtape / ISR P&D,Minor,4,6.0,0.511,0.566,0.2,0.349,0.0,0.34,0.218,-7.23,83.903,0
"Mau y Ricky, Manuel Turizo, Camilo",Desconocidos,3.40755,Sony Music Latin,Major,4,7.0,0.709,0.771,0.166,0.146,3.29e-06,0.249,0.709,-4.598,174.006,1
Morgan Wallen,865,3.178,Big Loud / Republic,Major,4,8.0,0.532,0.584,0.0248,0.723,0.0,0.101,0.367,-5.254,88.003,0
"Poo Bear, Justin Bieber, Jay Electronica",Hard 2 Face Reality,3.2761666666666667,"Bearthday Music, LLC",Major,4,7.0,0.625,0.626,0.0293,0.22,0.0,0.228,0.282,-5.281,142.043,1
Bryant Myers,Tanta Falta,3.0182166666666665,eOne Music,Major,4,7.0,0.856,0.728,0.0916,0.135,1e-06,0.2,0.797,-3.497,89.999,0
"Drake, 21 Savage",Hours In Silence,6.652566666666667,OVO / Republic Records,Minor,4,6.0,0.501,0.403,0.119,0.234,0.0,0.267,0.111,-11.106,118.352,0
The Rare Occasions,Notion,3.2520166666666666,Elektra (NEK),Major,4,9.0,0.309,0.883,0.0808,0.0673,0.00111,0.0849,0.312,-3.825,159.488,1
"Carlos Vives, Shakira",La Bicicleta,3.7951166666666665,Sony Music Latin,Major,4,0.0,0.736,0.964,0.129,0.198,2.32e-06,0.336,0.953,-2.147,179.935,1
Twenty One Pilots,Neon Gravestones,4.00445,Fueled By Ramen,Minor,3,11.0,0.73,0.427,0.138,0.379,0.000309,0.0893,0.392,-9.834,149.45,1
Taylor Swift,champagne problems,4.066666666666666,Taylor Swift,Major,4,0.0,0.462,0.24,0.0377,0.92,0.0,0.113,0.32,-12.077,171.319,1
Ariana Grande,nasty,3.34555,Republic Records,Minor,4,6.0,0.772,0.506,0.139,0.0814,1.1e-05,0.182,0.456,-6.558,127.894,0
"Ariana Grande, Nicki Minaj",the light is coming (feat. Nicki Minaj),3.806216666666667,Republic Records,Major,4,7.0,0.877,0.547,0.18,0.0122,1.51e-05,0.028,0.687,-5.705,99.034,0
The Weeknd,Blinding Lights,3.35955,Republic Records,Major,4,1.0,0.513,0.796,0.0629,0.00147,0.000209,0.0938,0.345,-4.075,171.017,1
Mora,DONDE SE APRENDE A QUERER?,2.4071166666666666,Rimas Entertainment LLC,Major,4,8.0,0.722,0.519,0.297,0.555,0.0,0.118,0.779,-10.142,170.058,1
"Joel Corry, RAYE, David Guetta",BED,2.9681333333333333,Perfect Havoc / Asylum Records,Major,4,6.0,0.671,0.782,0.0341,0.0142,0.00221,0.333,0.618,-4.593,123.989,0
BLACKPINK,Pink Venom,3.1160666666666668,YG Entertainment/Interscope Records,Major,4,0.0,0.798,0.697,0.0891,0.0202,0.0,0.259,0.745,-7.139,90.031,0
BTS,Dynamite,3.3175666666666666,BIGHIT MUSIC,Minor,4,6.0,0.746,0.765,0.0993,0.0112,0.0,0.0936,0.737,-4.41,114.044,0
"Post Malone, Young Thug",Goodbyes (feat. Young Thug),2.9142166666666665,Republic Records,Major,4,5.0,0.548,0.653,0.081,0.456,0.0,0.103,0.163,-3.875,150.068,1
"Luísa Sonza, Demi Lovato",Penhasco2,2.8871333333333333,Sony Music Entertainment,Minor,4,7.0,0.494,0.275,0.0322,0.722,3.85e-05,0.122,0.167,-8.792,123.895,1
"Selena Gomez, Marshmello",Wolves,3.2998833333333333,Selena Gomez PS,Minor,4,11.0,0.724,0.804,0.0448,0.124,0.0,0.204,0.306,-4.614,124.987,0
Taylor Swift,Call It What You Want,3.391783333333333,"Big Machine Records, LLC",Major,4,9.0,0.599,0.508,0.105,0.193,0.000177,0.329,0.269,-9.894,163.957,1
"Kungs, Cookin' On 3 Burners",This Girl (Kungs Vs. Cookin' On 3 Burners),3.259116666666667,Universal Music Division Island Def Jam,Minor,4,0.0,0.793,0.729,0.0394,0.08,3.1e-05,0.317,0.488,-4.77,121.972,0
Imagine Dragons,Thunder,3.1191166666666668,Kid Ina Korner / Interscope,Major,4,0.0,0.6,0.81,0.0479,0.00683,0.21,0.155,0.298,-4.749,167.88,1
Billie Eilish,listen before i go,4.0442,Darkroom/Interscope Records,Major,3,0.0,0.319,0.0561,0.045,0.935,0.00384,0.388,0.082,-23.023,79.764,0
"David Guetta, AFROJACK, Charli XCX, French Montana",Dirty Sexy Money (feat. Charli XCX & French Montana),2.8781166666666667,Parlophone (France),Major,4,1.0,0.721,0.873,0.119,0.0789,0.0,0.0824,0.552,-4.741,79.943,0
Michael Bublé,I'll Be Home for Christmas,4.413783333333333,Reprise,Major,4,7.0,0.282,0.101,0.0315,0.934,5.05e-05,0.159,0.141,-14.657,83.13,0
YBN Nahmir,Rubbin off the Paint,2.60095,2018,Major,5,7.0,0.721,0.71,0.295,0.000662,0.0,0.359,0.51,-9.294,108.024,0
Morgan Wallen,7 Summers,3.50205,Loud / Republic,Major,4,0.0,0.457,0.774,0.0336,0.428,4.29e-05,0.119,0.59,-5.201,203.863,1
"21 Savage, Offset, Metro Boomin, Quavo",Rap Saved Me (feat. Quavo),4.293333333333333,"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",Major,4,1.0,0.845,0.399,0.312,0.00525,0.741,0.102,0.148,-7.509,143.049,0
Ed Sheeran,Perfect,4.39,Atlantic Records UK,Major,3,8.0,0.599,0.448,0.0232,0.163,0.0,0.106,0.168,-6.312,95.05,0
Bad Bunny,HOY COBRÉ,2.7025166666666665,Rimas Entertainment LLC,Major,4,11.0,0.86,0.725,0.249,0.0464,9.1e-05,0.0994,0.375,-6.7,145.001,1
Ariana Grande,imagine,3.5382166666666666,Republic Records,Major,3,8.0,0.714,0.474,0.039,0.374,0.0,0.106,0.376,-4.993,62.484,0
